Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
530177,SPS International Ltd,SPSINT,SPS INTERNATIONAL LTD.,Active,XT,10.00,INE758B01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530179,RSC International Limited,RSCINT,RSC INTERNATIONAL LTD.,Active,XT,10.00,INE015F01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530185,Surat Textile Mills Ltd,SURATEX,SURAT TEXTILE MILLS LTD.,Active,XT,1.00,INE936A01025,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530187,Atharv Enterprises Limited,ATHARVENT,ATHARV ENTERPRISES LTD.,Active,X ,10.00,INE354E01031,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530197,FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER,Fundviser Capital (India) Ltd,Active,XT,10.00,INE365H01014,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
530199,Themis Medicare Ltd.,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10.00,INE083B01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530201,KALLAM TEXTILES LTD,KALLAM,Kallam Textiles Ltd-$,Active,X ,2.00,INE629F01025,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530207,Brawn Biotech Limited,BRAWN,BRAWN BIOTECH LTD.,Active,XT,10.00,INE899B01015,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530213,Fortune International Ltd.,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,XT,10.00,INE501D01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530215,Kings Infra Ventures Limited,KINGSINFR,Kings Infra Ventures Limited,Active,XT,10.00,INE050N01010,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
530219,Nutricircle Limited,NUTRICIRCLE,Nutricircle Ltd,Active,X ,10.00,INE536C01029,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
530231,Subhash Silk Mills Ltd.,SUBSM,SUBHASH SILK MILLS LTD.,Active,XT,10.00,INE690D01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530233,Auro Laboratories Ltd.,AUROLAB,AURO LABORATORIES LTD.,Active,X ,10.00,INE292C01011,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530235,KJMC Financial Services Ltd.,KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Active,X ,10.00,INE533C01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530239,Suven Life Sciences Ltd.,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1.00,INE495B01038,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530245,Aryaman Financial Services Ltd.,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Active,X ,10.00,INE032E01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530249,Bridge Securities Ltd.,BRIDGESE,BRIDGE SECURITIES LTD.,Active,X ,10.00,INE958C01017,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530253,Rajasthan Tube Mfg. Co,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,Active,X ,10.00,INE497E01012,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
530255,Kay Power And Paper Ltd,KAYPOWR,KAY POWER AND PAPER LTD.,Active,XT,10.00,INE961B01013,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
530259,Inter State Oil Carrier Ltd,INTSTOIL,INTER STATE OIL CARRIER LTD.,Active,X ,10.00,INE003B01014,Surface Transportation,Equity,Industrials,Transportation,Transport Services,Surface Transportation,
530263,Global Capital Markets Ltd.,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Active,XT,10.00,INE062C01034,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530265,Sainik Finance and Industries Ltd,SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,Active,X ,10.00,INE584B01013,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
530267,Saboo Brothers Ltd.,SABOOBR,SABOO BROTHERS LTD.,Active,XT,10.00,INE021N01011,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
530271,Rich Universe Network Ltd,RICHUNV,RICH UNIVERSE NETWORK LTD.,Active,XT,10.00,INE652D01014,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530289,S.P.Capital Financing Ltd.,SPCAPIT,SP CAPITAL FINANCING LTD.,Active,X ,10.00,INE102F01015,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
530291,PAOS INDUSTRIES LIMITED,PAOS,Paos Industries Ltd,Active,XT,10.00,INE791C01012,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
530299,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B ,10.00,INE823A01017,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530305,Piccadily Agro Industries ltd.,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Active,X ,10.00,INE546C01010,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar,
530307,Chaman Lal Setia Exports Ltd.,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,B ,2.00,INE419D01026,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
530309,Chandra Prabhu International Ltd.,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,Active,X ,10.00,INE368D01017,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530313,KIMIA BIOSCIENCES LIMITED,KIMIABL,Kimia Biosciences Ltd,Active,XT,1.00,INE285U01025,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530315,Hindustan Tin Works Ltd.,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Active,X ,10.00,INE428D01019,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
530317,Godavari Drugs Ltd.,GODAVARI,GODAVARI DRUGS LTD.,Active,X ,10.00,INE362C01012,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530331,Premco Global Ltd.,PREMCO,PREMCO GLOBAL LTD.-$,Active,X ,10.00,INE001E01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530341,Mukesh Babu Financial Services Ltd.,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Active,X ,10.00,INE596B01017,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530343,Genus Power Infrastructures Ltd,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,A ,1.00,INE955D01029,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
530355,ASIAN ENERGY SERVICES LTD,ASIANENE,Asian Energy Services Ltd,Active,B ,10.00,INE276G01015,Oil Equipment & Services,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,
530357,KBS INDIA LIMITED,KBSINDIA,KBS INDIA LIMITED,Active,X ,10.00,INE883D01015,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530363,Ugar Sugar Works Ltd.,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1.00,INE071E01023,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar,
530365,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.00,INE607D01018,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
530367,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2.00,INE349A01021,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
530369,Vamshi Rubber Ltd.,VAMSHIRU,VAMSHI RUBBER LTD.,Active,X ,10.00,INE380C01014,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
530377,Nila Infrastructures Ltd,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1.00,INE937C01029,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
530393,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,T ,2.00,INE921B01025,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530401,Vinyoflex Ltd.,VINYOFL,VINYOFLEX LTD.,Active,XT,10.00,INE526H01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
530405,Jindal Capital Ltd.,JINDCAP,JINDAL CAPITAL LTD.,Active,XT,10.00,INE356F01017,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530407,EPIC Energy Ltd.,EPIC,EPIC ENERGY LTD.-$,Active,X ,10.00,INE932F01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530419,Sumedha Fiscal Services Ltd.,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Active,X ,10.00,INE886B01012,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530421,Kuwer Industries Ltd.,KUWERIN,KUWER INDUSTRIES LTD.,Active,XT,10.00,INE430F01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
530427,Choksi Imaging Ltd.,CHOKSI,CHOKSI IMAGING LTD.,Active,X ,10.00,INE865B01016,Photographic Products,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Leisure Equipment & Products,Photographic Products,
530429,Ashish Polyplast Ltd.,ASHISHPO,ASHISH POLYPLAST LTD.,Active,X ,10.00,INE831C01016,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
530431,Ador Fontech Ltd,ADORFO,ADOR FONTECH LTD.-$,Active,X ,2.00,INE853A01022,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530433,Shiva Global Agro Industries Limited,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Active,X ,10.00,INE960E01019,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
530439,Siddha Ventures Limited,SIDDHA,SIDDHA VENTURES LTD.,Active,XT,10.00,INE140C01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530443,Kiran Syntex Ltd.,KIRANSY-B,KIRAN SYNTEX LTD.,Active,XT,10.00,INE293D01017,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530445,Sumeru Industries Ltd.,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,XT,1.00,INE764B01029,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530449,Rungta Irrigation Ltd.,RUNGTAIR,RUNGTA IRRIGATION LTD.,Active,XT,10.00,INE347C01013,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
530459,Valson Industries Ltd.,VALSONQ,VALSON INDUSTRIES LTD.-$,Active,X ,10.00,INE808A01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530461,Saboo Sodium Chloro Ltd.,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,X ,10.00,INE440C01016,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
530469,GSL Securities Ltd.,GSLSEC,GSL SECURITIES LTD.,Active,X ,10.00,INE721D01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530475,Tinna Rubber and Infrastructure Limited,TINNARUBR,Tinna Rubber and Infrastructure Limited,Active,X ,10.00,INE015C01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
530477,Vikram Thermo (India) Ltd.,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Active,X ,10.00,INE337E01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530495,STRATMONT INDUSTRIES LIMITED,STRATMONT,Stratmont Industries Ltd,Active,X ,10.00,INE473C01025,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530499,A.K.Capital Services Ltd.,AKCAPIT,A.K.CAPITAL SERVICES LTD.,Active,X ,10.00,INE701G01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530517,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.00,INE131B01039,Footwear,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Footwear,
530521,Virat Industries Ltd.,VIRAT,VIRAT INDUSTRIES LTD.,Active,XT,10.00,INE467D01017,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
530525,Sheetal Diamonds Ltd.,SHEETAL,SHEETAL DIAMONDS LTD.,Active,XT,5.00,INE786J01025,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
530533,Terai Tea Co. Ltd.,TERAI,TERAI TEA CO.LTD.,Active,X ,10.00,INE390D01011,Tea & Coffee,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Tea & Coffee,
530537,Manraj Housing Finance Ltd.,MANRAJH,MANRAJ HOUSING FINANCE LTD.,Active,Z ,10.00,INE948I01015,Housing Finance ,Equity,Finance,Other Financial Services,Other Financial Services,Housing Finance Companies,
530545,Cosco (India) ltd.,COSCO,COSCO (INDIA) LTD.-$,Active,X ,10.00,INE949B01018,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
530549,Shilpa Medicare Ltd.,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1.00,INE790G01031,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530555,Paramount Communications Ltd.,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,T ,2.00,INE074B01023,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
530557,NCL Research And Financial Services,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Active,XT,1.00,INE132F01038,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530571,Explicit Finance Limited,EXPLICITFIN,EXPLICIT FINANCE LTD.,Active,X ,10.00,INE335G01019,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
530577,Ladderup Finance Ltd.,LADDERUP,LADDERUP FINANCE LTD.,Active,X ,10.00,INE519D01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530579,U. Y. FINCORP LIMITED,UYFINCORP,U. Y. Fincorp Ltd,Active,X ,5.00,INE152C01025,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530581,Ekam Leasing & Finance Co. Ltd.,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Active,X ,5.00,INE906L01025,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
530585,Swastika Investmart Ltd,SWASTIKA,SWASTIKA INVESTMART LTD.,Active,XT,10.00,INE691C01014,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530589,Prima Plastics Ltd.,PRIMAPLA,PRIMA PLASTICS LTD.,Active,X ,10.00,INE573B01016,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
530595,TeleCanor Global Limited,TELECANOR,TELECANOR GLOBAL LTD.,Active,X ,10.00,INE381G01013,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
530601,Jagsonpal Finance & Leasing Ltd.,JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,Active,XT,10.00,INE582C01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530609,Carnation Industries Ltd.,CARNATIN,CARNATION INDUSTRIES LTD.,Active,XT,10.00,INE081B01010,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
530611,Sturdy Industries Ltd.,STURDY,STURDY INDUSTRIES LTD.,Active,XT,2.00,INE134F01026,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
530615,Garg Furnace Ltd.,GARGFUR,GARG FURNACE LTD.,Active,X ,10.00,INE194E01015,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
530617,Sampre Nutritions Ltd.,SAMPRE,SAMPRE NUTRITIONS LTD.,Active,XT,10.00,INE375C01014,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
530621,Akar Auto Industries Limited,AAIL,Akar Auto Industries Ltd,Active,X ,5.00,INE864E01021,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
530627,Vipul Organics Limited,VIPULORG,Vipul Organics Ltd,Active,X ,10.00,INE834D01018,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
530643,Eco Recycling Limited,ECORECO,ECO RECYCLING LTD.,Active,X ,10.00,INE316A01038,Electronic Components,Equity,Information Technology,Hardware Technology & Equipment,"Electronic Components, Equipment & Instruments","Electronic Components, Equipment & Instruments",
